video_id,, ,Captions,,,
78678532,,,"This is a suite of 7 paintings based on the Centers of light called Chakras (from Sanskrit) that I created in 2004 along with music composed by me. The paintings are on paper using multiple layers of soft pastel, acrylic paint and color pencil. Each painting measures 44"" square. The colors and shapes chosen for each painting corresponds with the color of light and shape associated with each of the Chakras. In common terms they are called: Base - I Am, Spleen - I Feel, Solar Plexus - I Think, Throat - I Speak, Third Eye - I See, Crown - I Unite.",,,
78716671,,,"We are the Transparent Machines™ | fullscreen please |

Our society is obsessed with the conflicting concepts of transparency and privacy. We are “outraged” by the actions of the NSA, yet continue to willfully upload more and more of our personal information to Facebook and Google. This film explores the contradictory nature of our actions and beliefs regarding transparency.",,,
78802560,,,"A lone fish, hooked by an angler's line, encounters another in the same dire situation. As the two fish struggle against their fate, they develop an inevitable, entangling attraction. Is it love or merely a will to survive?
This vibrant, watery underwater world showcases my revolutionary approach to sand animation, a seamless blend of traditionally handcrafted imagery and technological innovation.",,,
78894665,,,Music Video for We've Been Lovin' by Kevin Pearce.,,,
78909294,,,The MoBro's give their guide to small talk...because sometimes small talk can lead to big things.,,,
78966399,,,A short film about a little girl's hand in Earth's creation.,,,
79031705,,,This is photo video,,,
79057546,,,"An Inuit child wanders away from his village, fascinated by a wild bird. His father follow his trail, dertermined to find him before he gets lost on the ice floe...

We worked as a group of five students during one year and a half to create our graduation film, Tuurngait, at Supinfocom Arles, south of France. It was screened in more than 50 film festivals around the world during the past two years, earning 9 awards in the process. Feel free to visit our website for more informations and behind the scenes ! The film was created in stereoscopic 3D, and if you have 3D glasses, you can view it in ""eye-popping threedee""",,,
79210702,,,"Symbiosis' is as a game about the interaction of a character and a camera. He operates the camera with his movements: the zoom, the focus, the edition. He's an elegant guy, a modern classic, iconic, stylish. He is a stubborn control-freak but on top of that, he's a 'real good dancer'.",,,
79380715,,,"'Floats' describes a state in which the entire existence turns into anticipation. A cynical look at figures which are moving in a repetitive manner as a sort of pendulum which reflects the passing of time, however they are not advancing anywhere.",,,
79426902,,,A reformed lumberjack must harness the POWER OF NATURE in order to fight an 8-BIT MUTANT WASP MONSTER that is destroying his friends and his home.,,,
79592422,,,"Operator is a stop motion animated short film about a man named Bob, attacked by a bio-mechanical parasite, fighting for his life and family against forces much greater than himself.

I was inspired by a few things to make this film. Firstly, cordyceps mushrooms which infect and control the minds of ants, causing them to climb up as high as possible so that when the mushroom finally bursts from the ants head the spores are spread as far as possible by the wind."" Secondly, ""parasitic ideas"" - such as ideologies designed by cults or oppressive regimes explicitly to weaken and control the holders of such beliefs, and the callous mechanization of corporate bureaucracy. sprawling bureaucracies in super massive organizations can have so many moving parts and conflicting interests that no human maintains real control",,,
79623167,,,The word this year is DUCK!,,,
79695097,,,"It’s not a secret we love robots here at BLR, so we wanted them to be the heroes in our latest promo clip. Luxury cars with powerful engines to drive through roads under severe speed restrictions, cable TV that allows us to pay to watch all kind of sports, all from our comfortable sofa, and of course, hyper expensive cell phones that do almost everything but making a decent phone call.

Yes, our happiness is based on things we don’t need and governed by entities we don’t control, so what? Sit down and turn on the tv!

The robots were taken from real Japanese robot model kits, and they now hold a privileged position in our freak museum. The bad guy spits real smoke out of its mouth! The environment is made of cardboard houses that were integrated with the help of camera tweaks. It all serves to the purpose of creating a dumb homogeneous atmosphere in which we’re defined by what we’ve got, that is, the same lame things.",,,
79733436,,,"This is a tribute film to the amazing Montserrat typeface, recently designed by our talented friend Julieta Ulanovsky. A tribute, also, to the Montserrat neighbourhood in Buenos Aires, which inspired the font. And finally a tribute to Jorge Luis Borges. The text is an extract from his wonderful poem Break Of Day (Amanecer) from the book Fervor de Buenos Aires (1923).",,,
79834337,,,"Taken from Steven Wilson's 2013 album ""The Raven That Refused to Sing (and Other Stories)"" (Kscope)",,,
79850107,,,The holidays can be very stressful in the 70s or 80s or whatever,,,
79898435,,,A moose-pilot's anxiety dream unfolds into an 8-bit long legged rave up in the sky.,,,
80178959,,,"Once upon a time, there was a little king who lost control of the sun...",,,
80209061,,,"Bobo, a lonely monster, is set to spend yet another birthday alone, until a cunning hunter throws him a killer surprise party.",,,
80218060,,,"Life, one meal at a time",,,
80547152,,,The first time a platypus ever went to space !,,,
80672309,,,"The video is a hand drawn rotoscope animation composed of over 2,500 individual illustrations. Animator Nick Black spent over 6 months tracing each frame from the original live action footage onto paper in a technique called ""rotoscoping"" - with 12 drawings representing a second of footage. We then photographed these drawings and let them run in order to create the video you see here.",,,
80702519,,,"A lone hunter making ends meet in a world without a sun. He uses light to catch his prey, but unfortunately, so do the other creatures.

This one was a long time coming. As a mid year school project, I never brought it to the point I wanted. But the compositing and sound is finally finished and is ready for viewing! Looking forward to advancing this premise into a game as far as my skills allow. (that will be an even longer time coming :) Enjoy!",,,
80736183,,,Star Moon Airline Promotion Video,,,
80759074,,,"A short I made to assist my pal Benjy with a marriage proposal to his girlfriend (*UPDATE* now wife to be).

Benjy initially approached me to produce a 5 second proposal sequence (for my convenience), as he knew I'd be doing this between commercial work, but I felt 5 seconds wouldn't justify or convey enough the significance of what he was about to do. I added an extra 15 seconds to give the short a little more narrative & emotion.

His brief was to create something with a classic hollywood romance musical-type feel. He also specifically requested a look inspired by Disney's award winning short, ""Paperman"", as his fiance (Victoria) really loved the film... Needless to say, I couldn't produce anything to that standard on my own & with the little time I had, but here's what I came up with in roughly 3 days. He proposed by hiring a cinema screen, where they watched a 14 minute film he made for her, & at the end of that film came this little short... The rest is now history.

Process-wise, I worked the timing & the rough animation in Flash (CS3), the cleanup in Photoshop (CS5) & the finish in After Effects for the diffusion & film grain. It was the first time I'd animated anything of my own in PS & I really enjoyed it (aside from a few annoyances with video layers vs reg layered frames). I plan on doing more of my future work using this same process.",,,
80883637,,,"WIND is an animated short about the daily life of people living in a windy area who seem helplessly exposed
to the weather. However, the inhabitants have learned to deal with their difficult living conditions.
The wind creates a natural system for living.",,,
80977329,,,"A not-so-brave knight is on a quest for Fame and Fortune - legend says rescuing a princess is the way to go. And in those same fairy tales, there's only one way to slay the dragon that hold the fair lady captive : find the invincible sword. To reach his goal, the knight is ready to go far. Maybe even as far as 850 meters...",,,
81006969,,,"On a day like any other, a silent mountain appears as a mirror on the ice.
An uncertain character is about to make a discovery that will change his life forever.",,,
81136560,,,"On a day like any other, a silent mountain appears as a mirror on the ice.
An uncertain character is about to make a discovery that will change his life forever.",,,
81324132,,,A fox has a life after death experience,,,
81341794,,,This is the graduation-project made by a group of five students from the 3D design and animation course at Idèfagskolen in Tønsberg Norway. The short film featured here was in production between october 2012 - July 2013. With a few tweaks here and there until the soundscape was in place. The music and sound job was completed in December by a carefully selected third party.,,,
81730491,,,"Amazonia’s abundant natural resources underpin water, energy, food and health security for the people and
economies of the region and far beyond. At the heart of this nexus of securities is water. So abundant in the
region, but now under increasing threat as industrial and agricultural pollution increases, and extreme droughts reveal a once unthinkable water vulnerability.",,,
81750548,,,"Contains strobing, flashing lights!",,,
81766071,,,"Harley is the short film we created for my Intermediate Production class at the Dodge College of Film and Media Arts. It was a blast creating this short all the way from conceptualization to the final screening, thank you so much to everyone who helped us make this a reality. Enjoy!",,,
81847258,,,This is visual graphics video,,,
81902814,,,David Bowie reminisces about childhood Christmases eating Mr Frosty and Knickerbocker glories as he introduces the animated short Gelato Go Home.,,,
81957757,,,A snowflake,,,
81973720,,,This is 2d animated video,,,
81986358,,,I once lived in a Boogodobiegodongo and I felt better.,,,
82002213,,,"Animation dans le cadre du clip ""Nameless World"" de Skip the Use.",,,
82012299,,,"Real to Reel presents makers’ films which are artworks in their own right. Jim Le Fevre presents ‘Turntable’ and ‘Heavy Pencil’, which use a digital camera and record deck to clever effect to create contemporary incarnations of the zoetrope, a traditional method for creating animation dating back to the 1830s.",,,
82090131,,,A Blue-Zoo Animation,,,
82278384,,,"Mister De Vries (93) sits at his window awaiting his death. Until one cold winter day he is surprised by the arrival of a parcel. When he subsequently sees a pigeon flying off he knows that this is no ordinary message. His time has come. Mister De Vries momentarily hesitates to open it. When he chances it, he finds his old Frisian skates. There’s only one thing to be done.",,,
82299487,,,Season's Greetings !!,,,
82395449,,,"Somewhere near the hall of Brétigny-sur-Bizet, in front of a raging crowd, the most outstanding dogs face each other to measure their talents and strengths. Among them is Sweetheart, encouraged by the best and most noisy crowd. Will he triumph in this hard competition?",,,
82405904,,,"Without further ado… actually without any ado. We’d like to present to you a short Holiday film— Decor Amore. We hope you enjoy it and from everyone at Bruton Stroube, we wish you the most wonderful of Holiday Seasons.",,,
82437787,,,This is the Official Music Video for 'Orion Beach' a song from the album 'The Construct' ,,,
82542938,,,An over-ambitious beaver goes too far when he gets the chance to realise his ultimate dream. Some dreams are just too big.,,,
82648212,,,Self-initiated project.,,,
82747747,,,"An animated memoir recounting first love, addiction, losing one’s virginity, and turning to pizza in times of crisis.",,,
82931517,,,You're never too old to skateboard.,,,
82954900,,,This is 2d animated video,,,
82965160,,,An ongoing series of philosophical pills for the suffering souls of the hypermodern era.,,,
83107957,,,"A mind in the city looks inward, and escapes into the rabbit's domain.",,,
83261451,,,"ONE BILLION RISING FOR JUSTICE is about envisioning justice for all survivors of gender violence. Justice can take many forms.

It can be an apology or reparations. Taking legal action. It can be about making the truth visible. It can be prosecuting, or pushing to create change, or implementing policies and laws that ensure the protection of women’s rights. It can be calling for an end to all forms of inequality, discrimination, misogyny and patriarchy. It can be naming perpetrators whether they be individuals, groups, corporations or the state. Demanding accountability. It can be rising for justice be it personal, social, economic, cultural, environmental or political. It can be a revolutionary call to restore dignity and respect for all women. It can be about transformation.",,,
83296910,,,This is 2d animated video with great music,,,
83390470,,,Traditional clay-mation and stop-motion animated film.,,,
83408836,,,This is 2d animated with great music,,,
83467406,,,"The video depicts a bizarre experience in which are unlikely to be related to someone's dream involving strange creatures and inspired by surreal world.
It interprets a phenomenon of seeing patterns in a random dream environment
-A ritual of ""tribe"" wherein they all programmed to be not in their own thoughts
and living as unconscious beings.",,,
83480879,,,"A door opens onto a world, haunted by flying fishes, buried chimaeras and deep fancies.",,,
83571847,,,A personal project I worked on throughout 2012-2013 in my spare time. Just keeping myself busy in downtimes and learning more skills.,,,
83577852,,,"Inspired by love, a misguided monkey believes he is destined for the moon.",,,
83687790,,,This is 3d animated video,,,
83826866,,,"Self-initiated project about eternity, afterlife, revival...
Pacification…",,,
83910533,,,"We are sorry to inform you that, owing to the regulations of a series
of important international festivals in which B E A U T Y will take part,
for a certain period of time the video will not be available
in its complete version.",,,
84024649,,,"A man is robbed and stabbed on a metro train. As he lays dying, a friendship from his youth flashes before his eyes.",,,
84058031,,,"Cicada is a gift for one person and the world at the same time. I had thought that a gesture of kindness and love if made just right would resonate itself into many more such acts.""",,,
84175179,,,"Cicada is a gift for one person and the world at the same time. I had thought that a gesture of kindness and love if made just right would resonate itself into many more such acts.""",,,
84204709,,,"Well it seems that this is the end, it's a pretty clear sign when the sky starts to fall in...""",,,
84241262,,,The Shadow Paper Monsterz project is a site-specific installation,,,
84346114,,,"As a planetary storm approaches, a lone figure manages to avoid disaster.",,,
84421796,,,"Quayola’s most recent series of sculptures and animated videos, “Captives”, is a contemporary interpretation of Michelangelo’s “Prigioni” series (1513-1534).Originally commissioned to Michelangelo by Pope Julius II for his tomb, the “Prigioni” statues were never fully completed. “In my mind I always imagined that Michelangelo decided to leave them unfinished on purpose,” says Quayola. “I’d like to think that during the process he realized that the main subject was not the human figure, but the actual articulation of marble and the metamorphosis of matter itself.”

Transporting this beauty to a virtual realm, Quayola’s sculptures are accompanied by a multi-channel video installation. In the process of creating “Captives”, he used mathematical functions to describe endlessly evolving geological formations, which morph into classical figures. Pure geometric abstraction takes over as he reframes his subjects using a computational method of triangulation, leaving the final work “unfinished”.

As in previous projects, Quayola crafts a peculiar distance from his subjects, and wanders through the surface of an object, pushing beyond its picture plane. Informed by his experiences growing up in Rome, and spiritually detaching from the city's rich tradition in architecture, the work is rooted in geometry and the iconography of perfection. Evoking the unexpected allure of a Chinese scholar’s stone, textural details in the surface of Quayola’s “Captives” result from an industrial milling technique.",,,
84657719,,,This is 2d animated video with great music,,,
84713245,,,This is 3d animated video,,,
84751465,,,"For Liberals, Ladies & Limeys.",,,
84752242,,,"The Death business is facing a crisis. Only visionary Mortie McDeath, CEO of Death Corporation, can lead his company into a new era with his innovative new business model. But not everybody in the company shares his ambitious ideas.

„Death Corporation"" is a company specialized in gruesome death. They are coming up with innovative ideas to raise the shareholder value of their little company.",,,
84811168,,,"14 teams of Austin based studios and freelancers participated in a 48 hour animation challenge in the spirit of an Exquisite Corpse presented by the Austin Motion Artists Group,",,,
84861706,,,Escapism is freedom if claimed by a subject- it can not be consumed.,,,
84867203,,,"The story takes place in Lisbon at the time of the great maritime discoveries. Explorers, looking like pigs, arrive in the harbour after a long voyage across the oceans. Everywhere in the city small groups gather and congratulate each other. Couples meet again after a long separation and hug one another. They organize spontaneous round dances and celebrate their return. Meanwhile, a young pig has the strange feeling of being completely isolated from the others in his own native city...",,,
84910153,,,"In a black-and-white world, artists fight to defend their color from THE GOLD SPARROW.",,,
85107599,,,"Plastic Infinite is a 7"" animated picture disc by Sculpture,",,,
85147504,,,This is 3d animated video,,,
85147505,,,This is 3d animated video,,,
85147506,,,This is 2d animated video,,,
85517984,,,"All planets appearing in this work are fictitious. Any resemblance to real aliens, living or dead, is purely coincidental.",,,
85530214,,,A little video for a song off Tom Rosenthal's lovely album 'Who's That In The Fog?',,,
85596568,,,"Referencing the utopian visions of 1960’s architecture practice Archigram, Walking City is a slowly evolving video sculpture. The language of materials and patterns seen in radical architecture transform as the nomadic city walks endlessly, adapting to the environments she encounters.",,,
85696020,,,This is a 2d animated video with great music ,,,
85697081,,,This is a 2D animated video with great music and story,,,
85825615,,,Amsterdam-based illustrator Stefan Glerum teamed up with animation studio Crooked Line to create this animated music video for DJ and producer RipTide. Crooked Line was responsible for bringing Stefan’s illustrations to life for the first time.,,,
85852923,,,"Taking not too serious leaps while tip toeing on the edge about everything and nothing without a point and purpose. I mean it would be nice if we really could grow forever, but what if infinite growth on a finite planet is a fairy tale? Maybe it's hard to see if you already grow at such an exhilarating speed. Nonsense facts mixed with history and a political opinion form an abstract narrative on three independent but interwoven levels. Or simply: the most schizophrenic thing I could come up with.",,,
85914994,,,"Two years ago, Michael Kirkham and I were charged with creating over 500 animated clips for an interactive commerical project. Here is a semi-randomised selection of 75 of these - three and a half minutes out of a total of twenty-six (!).",,,
85976762,,,"Buzzard is an short Character Driven Animation, inspired by Video Game Characters.
The Main Character “Buzzard” runs through an chaotic Landscape, accompanied by bizarre and mostly ugly stupid characters. Buzzard is an short Character Driven Animation, inspired by Video Game Characters.
The Main Character “Buzzard” runs through an chaotic Landscape, accompanied by bizarre and mostly ugly stupid characters. ",,,
86083265,,,This is a 2d animated cartoon video,,,
86149668,,,"Colour Dolby Digital
Mixed Rotoscope & Key Frame Animation",,,
86224382,,,The Moment of Beauty is a short film,,,
86290699,,,The quiet life of a fisherman made of small acts repeated day after day,,,
86295183,,,is ruined by the sense of guilty that becomes itself part of this routine.,,,
86295452,,,Graduation movie from Supinfocom Arles 2012.,,,
86362805,,,"Animated in TV Paint, Backgrounds done in Photoshop and composited in After Effects!",,,
86364565,,,A 2d video with great background music,,,
86528386,,,"Animated short film.

Simon knows about ducks quite well. They make noise, fly, swim, some even roll.
Sometimes, it's a bit confusing and Simon gets lost.",,,
,,,,,,
86661606,,,"The Album artwork for ""Made by Hand"" and the video for ""Silver Screen"" were collaboration projects between KALEIDA and Gary Waldman that began at the beginning of 2013. Both pieces were truly ""Made by Hand"" in the spirit of the album, as all of the artwork and landscapes were hand-painted with oils, and the animation is hand-drawn frame by frame. 43 feet of painting, and 13,000 frames later, we're proud to share this piece with you.",,,
87026760,,,The daily routine of Vesper the evening star.,,,
87050222,,,This short film is a unique dedication to a city loved by millions across the globe at this very special time of year.,,,
87322941,,,2D animated film with great story,,,
87453055,,,3d animated film with good graphical video,,,
87492362,,,"Mister Cok is the owner of a large bomb factory. Looking for efficiency and profit, he decides to replace his workers by sophisticated robots. The formers stare helplessly at the toil of the robotic labourers. But one of the workers does not accept being discarded so easily",,,
87526548,,,"Meet ReeBot.
A very Friendly little robot who only wants a little bit of attention from his human coworkers.",,,
87564848,,,"Lou and his two brothers are on a camping trip.
An adventure of crossing a distance.",,,
87672635,,,2D animated film with great story,,,
87696634,,,Musicians With Guns - Overstepping Artifacts,,,
87766904,,,"A humouristic turbo drama. Floyd, after being dumped by his girlfriend, suffers from psychological problems manifested as a little demon who disrupts his everyday life. Floyd has to go through great depths before he can continue his life.",,,
87874425,,, a short-film centered around the themes of a small town struggling for relevance in an increasingly urbanized world.,,,
87897376,,,"I was delighted to be asked to produce the opening sequence for the Charlie Rose 'Oscars Special' show, which aired on PBS on 27th February 2014. The sequence features 8 Oscar nominated films with actors and directors that had previously appeared on the Charlie Rose show. The 1 minute sequence shows a series of custom animated illustrations and transitions from the film Gravity, Before Midnight, Blue Jasmine, 12 Years A Slave, The Wolf of Wall Street, Philomena and Nebraska.",,,
87939713,,,"On the rooftops of a big city a group of innocent creatures is trying to keep up the pace of a fatal game of musical chairs.

The Daily Drumbeat is the most uplifting song you'll ever hear about a burn out. It's the title song of the second album of Happy Camper. Happy Camper is Job's music project, for this album he asked several singers to sing his songs.",,,
87986583,,,"Sara, who has just arrived at St Cecilia's Conservatory, will discover there are different ways to interpret each side of the prism from which she perceives her reality and talent.""",,,
87993762,,,"In a broken corner of the world, while waiting at a bus stop people encounters the creature

that causes the strange events.",,,
88082259,,,"I had a strange dream the other night...actually, when NYC was covered in snow I didn't just want to sit inside and watch movies all day, I wanted to make one, so I grabbed my 7D and just started shooting. My goal was to create a story out of random pieces of footage and this is what it turned into.",,,
88131286,,,An animated short film about a covetous homeless and a mysterious mirror.,,,
88353399,,,"Late last year we were approached by Skrillex’s record label, OWSLA, to direct and produce a video for his Dog Blood project. Dog Blood is Skrillex and Boys Noize and their single ‘Chella Ride’ is a high octane EDM track that needed something dirty and trippy.

We jumped at the chance of working with them and set out on a journey to create our most elaborate and detailed animation to date, mixing multiple techniques such as 3d, 2d, cel animation and live action footage to create a hybrid style that feels unique to the project. It was a rare chance to get the entire studio involved as well as a chance to collaborate with our sister company ilovedust on the design.",,,
88422606,,,"The signal that is sent from Kinect according to the hand movement, is received by the servo motor and link arm, which translates the signal to mechanical movements to control the angle of the tank and camera in real time. By syncing the position of the hand and the gravitational force, the audience will reminisce of the Jedi’s from Star Wars. But that experience is not direct or shocking, but completely emotional. Most of the people might just end with being slightly amused, but some might end up thinking deeply about ""the force”. This is what I ultimately try to address with my work. I believe change can start with a simple experience like this.",,,
88764798,,,This is 3d animated video with great visual effects and music,,,
88797850,,,FUGU & TAKO is an amazing buddy film with stunning visual effects. The story follows two Japanese salary men's lives that literally transform when one of them eats a live puffer fish in a sushi bar.,,,
88836644,,,"A continuous vertical freehand digression.

I was invited to install some animation at the Prøve Gallery in Duluth MN. I set out drawing columns of free hand animation directly onto the gallery wall. ""Plumb"" is the film product of the installation.",,,
88989551,,,"Invasion is a graphic and sensory experience that is rare to realize. When Ugly Mac Beer came to see Hugo Ramirez, then director at Studio Mustache, was born a unique animation project. First, the project was written and built by a classic storyboard. The cynical and insolent concept of making the clip by hijacking rushes of several midnight movies from the 60s to the 80s came next. This approach came to the idea of Hugo when student, for fun, he hijacked pornographic film sequences to create strange test animated sequences.",,,
89013451,,,This is 2d animated video,,,
89093895,,,"If you're alive, we are always having a deepest desire in our mind that is a silent space making us oxygen and breathing, which can present as narrow and limited corner. We chasing, run away from the reality, and struggling in our whole life, cause we do not want to face the fear and laid heavy burden on in our heart.",,,
89203931,,,"CRUSH"" is my final project of the 3D Animation and Visual Effects program in Vancouver Film School.

I had a lot of fun doing this. I was inspired by almost everything I saw, heard and felt for the past year (2013).

In ""Crush"", a pair of dummies are being assembled for a crash test.
Moments before the test begins, a fateful spark alters the process.
This event ignites a connection between the couple, driving them to defy their destination.",,,
89396394,,,"A short stop-motion study on wood.
I wanted to play with the shape and consistency of wood and bring it to life. Hope you enjoy!",,,
89417589,,,"Beakus were commissioned to create three animated films that explain key concepts about our universe, with humour helping to explain the 'almost' unexplainable!",,,
89465667,,,it was that much fun playin arround with the benchmark classroom and octane that i built my own - little more detailed - complete new classroom for some playarrounds... i hope you like it! :),,,
89501438,,,"Dark Noir, a co-created animated short film by Rafael Grampá, Absolut and Facebook fans worldwide.

The ambitious challenge invited people around the world to unleash their imaginations and transform their ideas into an animated film. During a live interactive three-week period, on Facebook/Absolut, Grampá encouraged consumers to take part and influence the action and storyline as he wrote it. To help him transform his 2D characters and script into 3D, Grampá teamed up with Red Knuckles animation studio.",,,
89503184,,,This is 2d animated short film with great music,,,
89503262,,,"things that float.
music: summoning ritual by heroin party.",,,
89515712,,,A short stop motion film with puppets made from clay and wood. The film is shot with natural sunlight coming from the windows of the atelier which is the setting for the film. The story is inspired by fairy tales.,,,
89711963,,,"Kishi Bashi ""Philosophize in It! Chemicalize with It!""",,,
89845894,,,A prisoner receives the message that his old father needs help with tilling the field. «From Dad To Son» has been screened at 150+ film festivals and received 12 awards. The story exists in its basic features since a fable by Aesop (600 B.C.) and is told to this day in anecdotes and urban myths. In «From Dad To Son» we translated a written narrative into a paper crafted animation short.,,,
89856635,,,This is 3d animated video with great background music,,,
89908507,,,"Your life sucks, try Super Life!

Super Life let's you experience an entire life time in 46 seconds! From your very first steps to your very last, see all the thrills of adolescence, the decisions of adulthood and the joys of retirement! Coming soon to arcades and home entertainment systems everywhere. Maybe.",,,
90044563,,,"At last, it all comes to that pivotal crucial point at the very top of Castle Llamastein. Croft is returning with The Path to the Second Key, which the evil scientists are on the verge of destroying in an attempt to unleash its power. The Inglourious Llamas are due to blow the Castle sky high. Where is Doktor Von Llama in all this? And which of the llamas fought the hardest to reach the ceremony room first?",,,
90149475,,,"It started as an idea about a lonely robot who sells ice cream. In order to survive in a severe reality he recreates an imaginary world where he lives every day, like he did during the best time of his life.

After several years of production and a one-year festival run we're ready to present our first animated short film to you! Giant thanks to everybody who participated in the project for a fantastic work!",,,
90191480,,,"My name is Reece Porter and I am a recent graduate from Ringling College of Art and Design and here is my thesis film, The Prize Inside. Hope you enjoy it!",,,
90204210,,,A hypnotic infinite zoom music video created entirely from Victorian phenakistoscopes.,,,
90206008,,,I am an animator based in the UK and I would like to share this little short film my friends and I created as a tribute to our favourite video-game (street fighter) and TV show (Breaking Bad). I hope you like it!,,,
90208216,,,"A film about design. If for one day you had the power to make your world work better, what would you change?",,,
90378642,,,"The Yellow Sticky Notes Foundation, which on top of teaching animation workshops, also supports the creation of more anijams with animators from around the world. Please message me if you would like to animate in future Yellow Sticky Notes Anijams!",,,
90429111,,,"Based on a true story, CRUISING follows a young man through an extrovert's dream and an introvert's nightmare; the chaotic and cacophonous world of forced-fun aboard an insular cruise ship. His initial inability to accept his environment drives him to suicidal fantasy, where he learns to cope with his stressors, discomfort and anxieties.",,,
90549174,,,"Once a victim of bullying, Frida finds a hero in the legendary luchador El Pirana. However she finds herself at her lowest once more when she's ridiculed during the biggest wrestling match of her life. Through an unexpected meeting with a mysterious taco salesman, Frida learns that she must find strength in herself to overcome her demons.",,,
90603521,,,"She’s young, dreamy and fearless, she drives cars way too fast, she’s also a yamakasi. She likes adventure, fireworks and unrelenting seas. From the day I conceived her, I’ve been a worried father. And a proud one too.",,,
90640415,,,"Taken from the new album ""Hot Dreams"" - out now on Full Time Hobby.",,,
90687731,,,"Dysco is a 3D experimental short by Simon Russell about synesthetic drones, neon dubstep and the surveillance state.",,,
90747156,,,This is 3d animated video with great album,,,
90865914,,,"The Common Room Animation Project is a collaboration between 13 animators, based on Talia Randall's spoken-word poem 'Common Room'. Each of the animators chose a segment of the poem that inspired them the most, and brought their own unique style, technique and interpretation to the poem.",,,
90921141,,,This is colourful 3d animated video,,,
90949386,,,"FuelCents add up to more value, more choice . . .Collect FuelCents savings when you support local people,
getting more value on your favorite brands, as well as from local stores and service stations.",,,
90961027,,,Painted is an experiment in stop motion face & body painting that plays with the idea of giving paint it's own life and personality on a living canvas.,,,
90979871,,,This is music album,,,
91011679,,,"EUROPE IN 8 BITS is a documentary of 76 min. directed by Javier Polo that explores the world of chip music, a new musical trend that is growing exponentially throughout Europe. The stars of this musical movement reveal to us how to reuse old videogames hardware like Nintendo’s GameBoy, NES, Atari ST, Amiga and the Commodore 64 to turn them into a tool capable of creating a new sound, a modern tempo and an innovative musical style. This is a new way of interpreting music performed by a great many artists who show their skills in turning these “limited” machines designed for leisure in the 80’s into surprising musical instruments and graphical tools. It will leave nobody indifferent.",,,
91039783,,,"A monster wakes to a familiar sound and begins his morning ritual.
I was inspired to make this short film after spending several mornings with my daughter, Lily. I think other dads might be able to relate.",,,
91112200,,,"In a parallel universe outside the realm of reality lies the home to all imagination. A place made entirely of skateboard dreams. Where linear fluid existence is disrupted by chaos and creativity. Where digital meets analog. A lawless limitless frontier.""",,,
91157088,,,Good Grief is a short stop motion animated documentary that explores the lessons we learn from dealing with grief and loss. Five real people share their true stories of losing something precious and what it has taught them about living.,,,
91184345,,,"In this fairy tale about relativity, a cuckoo clock narrates a day where bread was sliced one second thick, lovers fell in sync and time rarely flowed at an even rate.",,,
91244775,,,"William Shatner, in a time traveling robot, attempts to destroy William Shakespeare but underestimates the fighting prowess of Action Bill.",,,
91315225,,,A brief look at what stress feels like from inside the head of a youngish bloke.,,,
91642206,,,"When Rock stumbles upon the magical Paper, it's love at first sight. But when the wrath of Scissors threatens the well-being of Paper, Rock must stop at nothing to save what he loves most, no matter the cost.
“Broken: Rock, Paper, Scissors” is a student animated short film, produced at Ringling College of Art & Design. It’s our own visual representation of the children’s game, with the intent to portray the beauty and sacrifice that love creates.",,,
91903234,,,This is 2d animated video,,,
91973305,,,"Cairo, 1920, an archaeologist is about to discover the secret of the Egyptian Pyramids...",,,
92022684,,,"The end of evolution awaits in a wasteland dominated by bizarre trash formations, dust and rock. From the scattered remains of a long forgotten culture an electric ecosystem rapidly evolves into the ultimate form of existence...

The mechanical life form Ohm inhabits a bleak and devastated planet. The thousands of mechanical creatures of this world share a single cycle of energy. In this cycle, Ohm is a rogue element. His nature is to devour and absorb others. When one day a gargantuan foreign object appears in the skies. Drawn in by mysterious creatures of light, the Ohm tracks them across the planet, changing the known order of matter, time and space.",,,
92224516,,,This is 2d animated music album,,,
92240076,,,This is 2d animated video,,,
92259008,,,This is short documentary film,,,
92369879,,,"A lighthearted essay on contextualized characters.
Reconstruction follows deconstruction.",,,
92383738,,,"The peaceful daily routine of father and son is interrupted by an encounter of an unfamiliar boy, different from them in color. An allegory to the phenomena of racism as an acquired cultural epidemic, the story discusses the question of the personal conscience of each of us, versus the education we receive from our families and environment.",,,
92471917,,,This is 3d animated video with great storyline and music,,,
92504344,,,"Inspired by science and video games, Macrostructure is the first episode in a micro-series and story world entitled ""What If You Created Artificial Life And It Started Worshipping You"". We are taken on a 3D animated journey through a world inhabited by synthetic life forms and the self-aware machines who manufacture, control, and recycle them.",,,
92712103,,,This is 3d animated music video,,,
92764832,,,"The tension in the city is high as the SOC’s manhunt for the vigilante group, The Mega Plush, wages on. With the promise of a handsome sum of money dangled before them, many business owners have joined forces with the SOC cramping The Mega Plush’s extracurricular activities. Armed with his two trusty knives and an ""I don't give a stitch!"" attitude, Mega Tiger welcomes any foe who dares to interrupt his hunt for booze and broads.",,,
92767692,,,"Music Video for Moving On, the next single from James. For those of you who have never experienced a James gig, ",,,
92798581,,,"short film by Fiona Hsieh, BFA3 film at Calarts",,,
92829486,,,This is 2d animated short video,,,
92845971,,,"Here is the incredible story of a tiny volcano, trying to explode.",,,
92869692,,,"My short for Off The Air episode ""Worship""",,,
